title T3s C3s A3s G3s CAI CBI Fop Nc GC3s GC L_sym L_aa Gravy Aromo 
NM_173156.2 0.3360 0.3094 0.3367 0.2829 0.098 0.037 0.413 55.24 0.463 0.480 1098 1137 -0.649868 0.079156 
NM_018094.4 0.3180 0.3013 0.3753 0.2713 0.095 -0.014 0.395 57.40 0.443 0.472 605 628 -0.418790 0.063694 
NM_013274.3 0.2741 0.4189 0.1731 0.3719 0.072 -0.031 0.357 47.95 0.633 0.580 561 575 -0.426261 0.060870 
NM_001077399.2 0.2054 0.4286 0.1250 0.4435 0.069 0.088 0.416 47.79 0.723 0.615 137 142 -0.564084 0.042254 
NM_144588.6 0.2212 0.4000 0.1230 0.4920 0.061 -0.058 0.332 47.06 0.719 0.584 398 411 -0.210219 0.080292 
NM_144660.2 0.4067 0.2910 0.3094 0.2289 0.095 0.016 0.411 54.57 0.411 0.435 302 326 0.194479 0.116564 
NM_005833.3 0.3074 0.3172 0.3459 0.2717 0.105 0.062 0.429 55.73 0.472 0.511 354 372 -0.390323 0.077957 
NM_015513.4 0.2256 0.4726 0.1836 0.4096 0.073 -0.028 0.370 45.81 0.679 0.594 405 420 -0.256905 0.083333 
NM_003848.3 0.3383 0.3205 0.3196 0.2939 0.113 0.070 0.440 54.40 0.473 0.479 423 432 -0.044676 0.060185 
NM_005732.3 0.4231 0.2000 0.4612 0.2774 0.116 -0.016 0.413 51.65 0.340 0.380 1275 1312 -0.915168 0.044970 
NM_004630.3 0.2903 0.3479 0.2354 0.3158 0.069 0.020 0.373 54.17 0.554 0.591 598 639 -0.833803 0.037559 
NM_030640.2 0.3058 0.3921 0.2248 0.3226 0.095 0.015 0.397 54.36 0.568 0.511 650 665 -0.370677 0.067669 
NM_003421.2 0.4217 0.2410 0.4730 0.2569 0.124 -0.007 0.428 44.97 0.350 0.392 552 561 -0.913013 0.108734 
NM_005470.3 0.4426 0.1850 0.3300 0.2507 0.089 -0.014 0.381 50.67 0.348 0.471 494 508 -0.622244 0.059055 
NM_017782.4 0.3961 0.2319 0.4032 0.2312 0.123 0.058 0.433 51.27 0.360 0.430 2386 2430 -0.526049 0.053086 
NM_024741.2 0.2154 0.4238 0.1778 0.4090 0.055 -0.071 0.313 46.00 0.678 0.628 705 720 -0.603472 0.043056 
NM_024116.3 0.4429 0.1476 0.5261 0.1990 0.138 0.021 0.416 45.09 0.255 0.366 274 278 -1.043166 0.086331 
NM_005327.4 0.2439 0.4146 0.2724 0.3261 0.118 0.056 0.441 52.83 0.582 0.500 304 314 -0.122930 0.076433 
NM_015255.2 0.4222 0.2122 0.4171 0.2381 0.111 0.002 0.402 51.16 0.341 0.419 1676 1755 -0.289858 0.086610 
NM_001032284.2 0.3120 0.2970 0.3511 0.2894 0.089 0.023 0.400 55.81 0.465 0.476 340 345 -0.785217 0.057971 
NM_030922.6 0.4091 0.2370 0.2982 0.2653 0.094 0.015 0.402 56.17 0.399 0.437 346 360 0.556667 0.102778 
NM_007229.3 0.1786 0.5208 0.1521 0.5029 0.077 -0.053 0.376 43.96 0.754 0.571 463 486 -1.029630 0.086420 
NM_002488.4 0.2000 0.4750 0.2000 0.3600 0.059 -0.066 0.330 49.70 0.670 0.582  97  99 -0.311111 0.060606 
NM_013373.3 0.1594 0.5072 0.0920 0.3990 0.055 -0.011 0.344 39.66 0.780 0.662 753 765 -0.279608 0.071895 
NM_018657.4 0.4638 0.1872 0.3951 0.2766 0.114 -0.028 0.398 52.11 0.342 0.401 600 610 -0.602787 0.072131 
NM_012171.2 0.1812 0.5580 0.1184 0.4095 0.075 -0.013 0.388 45.13 0.757 0.575 317 332 0.226807 0.138554 
NM_025133.4 0.4858 0.1813 0.4739 0.1531 0.113 -0.026 0.405 46.79 0.250 0.388 820 843 -0.464887 0.092527 
NM_001190316.1 0.1497 0.5238 0.2345 0.2986 0.057 -0.061 0.312 45.08 0.682 0.611 176 185 -0.545406 0.081081 
NM_015684.3 0.3113 0.3774 0.2299 0.4051 0.104 0.049 0.432 54.79 0.576 0.505 125 136 -0.350000 0.110294 
NM_139279.5 0.3243 0.3784 0.3267 0.2872 0.129 0.028 0.413 53.33 0.500 0.482 138 146 -0.484932 0.068493 
NM_015269.2 0.4338 0.1983 0.4320 0.2372 0.118 -0.005 0.398 50.60 0.326 0.410 1604 1644 -0.651095 0.065085 
NM_172350.2 0.4803 0.2007 0.4000 0.2000 0.104 -0.026 0.390 53.59 0.304 0.428 336 349 -0.280229 0.123209 
NM_000143.3 0.4205 0.2127 0.3485 0.2412 0.099 0.015 0.397 56.30 0.362 0.460 486 510 -0.073726 0.058824 
NM_004945.3 0.1339 0.5473 0.1307 0.4612 0.081 0.046 0.423 40.96 0.785 0.589 842 866 -0.440300 0.062356 
NM_002311.4 0.2686 0.3967 0.2417 0.3787 0.100 0.012 0.403 51.33 0.597 0.519 916 949 -0.499578 0.073762 
NM_021174.5 0.2707 0.3575 0.1673 0.4482 0.058 -0.062 0.330 48.16 0.647 0.586 902 923 -0.520043 0.058505 
NM_013316.3 0.3518 0.3212 0.3779 0.2013 0.094 -0.026 0.373 54.71 0.416 0.472 625 639 -0.657433 0.079812 
NM_002726.4 0.3561 0.3684 0.2652 0.3128 0.120 0.052 0.442 56.52 0.513 0.471 686 710 -0.328310 0.123944 
NM_017751.4 0.1857 0.4883 0.1381 0.4220 0.066 0.008 0.378 45.87 0.733 0.586 806 837 -0.084110 0.112306 
NM_012470.3 0.3546 0.2799 0.3117 0.3164 0.088 -0.007 0.388 55.96 0.463 0.473 889 923 0.038136 0.073673 
NM_014933.3 0.4342 0.2363 0.3298 0.2424 0.105 0.035 0.410 52.58 0.377 0.466 1177 1220 -0.402623 0.067213 
NM_017841.2 0.3175 0.3175 0.3387 0.2991 0.114 0.109 0.446 49.89 0.478 0.462 157 166 -0.595181 0.096386 
NM_006800.3 0.3582 0.2979 0.2674 0.3502 0.112 0.077 0.437 56.19 0.500 0.474 348 355 -0.612394 0.087324 
NM_005455.4 0.4549 0.1844 0.4549 0.1640 0.131 0.077 0.425 52.88 0.275 0.416 313 320 -1.687500 0.050000 
NM_017657.4 0.4804 0.1933 0.4106 0.1947 0.139 0.027 0.423 49.20 0.298 0.413 887 909 -0.626623 0.061606 
NM_014639.3 0.4261 0.2000 0.4329 0.2240 0.127 0.065 0.428 49.00 0.325 0.413 1510 1564 -0.272634 0.082481 
NM_013263.4 0.3461 0.2909 0.3758 0.3072 0.112 0.027 0.420 54.31 0.447 0.446 631 651 -0.940860 0.059908 
NM_018135.3 0.2405 0.3987 0.2115 0.3581 0.057 -0.013 0.353 56.17 0.620 0.580 187 196 -0.568367 0.066327 
NM_012346.4 0.1847 0.4797 0.1738 0.3341 0.072 -0.014 0.370 40.91 0.691 0.608 514 522 -0.197510 0.063218 
NM_018199.3 0.2938 0.3686 0.2252 0.3900 0.082 0.008 0.383 51.09 0.588 0.524 481 496 -0.540323 0.064516 
NM_022105.4 0.2929 0.3619 0.2210 0.3977 0.075 -0.016 0.377 52.04 0.592 0.562 549 562 -0.911032 0.037367 
NM_021131.4 0.2490 0.4378 0.1639 0.4521 0.099 0.040 0.430 50.11 0.673 0.543 309 323 -0.236842 0.114551 
NM_007176.3 0.2333 0.4083 0.2095 0.3438 0.072 0.062 0.417 54.58 0.621 0.514 132 140 0.530000 0.114286 
NM_033257.3 0.0943 0.4528 0.1243 0.5866 0.038 -0.089 0.312 36.59 0.823 0.645 215 220 -0.528636 0.040909 
NM_016213.4 0.3744 0.2867 0.3142 0.3460 0.110 0.034 0.423 56.14 0.471 0.463 567 581 -0.673666 0.068847 
NM_024583.4 0.4608 0.2006 0.4557 0.1879 0.125 0.015 0.419 48.27 0.290 0.396 403 424 -0.415566 0.094340 
NM_013335.3 0.2251 0.4729 0.1596 0.3684 0.080 0.016 0.393 49.18 0.678 0.580 410 420 -0.078571 0.080952 
NM_018310.3 0.2389 0.3363 0.2189 0.4195 0.061 -0.029 0.351 54.08 0.619 0.569 407 419 -0.254177 0.059666 
NM_012161.3 0.5170 0.2113 0.3306 0.2350 0.125 0.037 0.424 49.60 0.336 0.418 660 691 -0.432127 0.092619 
NM_001193612.1 0.4350 0.2691 0.3147 0.2640 0.117 0.000 0.410 55.35 0.402 0.411 266 279 -0.105735 0.114695 
NM_004953.4 0.2808 0.3438 0.2523 0.3693 0.070 -0.018 0.367 52.65 0.567 0.555 1365 1404 -0.657194 0.045584 
NM_152269.4 0.2414 0.3103 0.3971 0.3282 0.093 0.021 0.410 57.95 0.491 0.474 161 166 -0.674096 0.054217 
NM_001751.5 0.2446 0.4239 0.2298 0.4162 0.095 0.026 0.412 51.09 0.634 0.522 718 748 -0.582487 0.089572 
NM_006112.3 0.3246 0.3860 0.2353 0.3744 0.120 0.050 0.441 54.33 0.566 0.505 290 301 -0.521263 0.086379 
NM_001080496.2 0.2697 0.3818 0.2423 0.2885 0.077 -0.001 0.375 55.72 0.562 0.558 384 391 -0.110742 0.071611 
NM_001195098.1 0.4098 0.2204 0.3991 0.2101 0.099 -0.040 0.359 51.64 0.342 0.443 877 899 -0.102225 0.050056 
NM_023010.3 0.3603 0.2189 0.4508 0.3144 0.119 0.039 0.424 51.94 0.392 0.422 462 470 -1.732979 0.053191 
NM_175069.2 0.3274 0.3229 0.2833 0.3699 0.106 0.033 0.428 58.55 0.524 0.480 292 306 -0.586601 0.068627 
NM_017849.3 0.2000 0.4750 0.1105 0.4278 0.057 -0.055 0.330 46.54 0.738 0.620 233 238 0.140336 0.096639 
NM_004568.5 0.2626 0.4317 0.2399 0.3682 0.108 0.073 0.448 53.33 0.609 0.493 353 376 -0.221276 0.103723 
NM_024598.3 0.2170 0.4528 0.1429 0.4427 0.068 -0.046 0.357 47.29 0.710 0.580 255 265 -0.392453 0.101887 
NM_004251.4 0.4198 0.2346 0.3830 0.2632 0.088 -0.121 0.338 51.24 0.374 0.428 195 201 -0.434328 0.114428 
NM_003016.4 0.1495 0.5258 0.1016 0.3548 0.053 0.118 0.407 39.41 0.778 0.670 216 221 -1.623529 0.058824 
NM_006077.3 0.3810 0.2885 0.3429 0.2939 0.111 0.028 0.419 52.23 0.439 0.453 456 478 -0.481172 0.098326 
NM_014666.3 0.3816 0.2851 0.3486 0.2262 0.099 -0.017 0.381 54.95 0.408 0.463 578 625 -0.646400 0.067200 
NM_032449.2 0.2276 0.3626 0.2058 0.4478 0.063 -0.064 0.329 45.58 0.649 0.596 838 858 -0.640676 0.037296 
NM_001195605.1 0.0783 0.6039 0.0541 0.4544 0.045 -0.056 0.314 32.89 0.888 0.720 1046 1059 -0.410482 0.070822 
NM_021622.4 0.4180 0.2701 0.3738 0.2195 0.131 0.083 0.455 55.18 0.376 0.439 391 404 -0.663366 0.079208 
NM_006048.4 0.3304 0.3425 0.2675 0.3321 0.090 0.013 0.400 56.23 0.522 0.487 1128 1173 -0.331288 0.080989 
NM_014248.3 0.3012 0.4217 0.2794 0.3175 0.129 0.096 0.475 61.00 0.556 0.519  99 108 -0.279630 0.101852 
NM_001195628.1 0.3986 0.3311 0.2542 0.2523 0.118 0.051 0.434 55.02 0.464 0.499 166 179 0.143575 0.117318 
NM_032527.4 0.1763 0.4251 0.1151 0.5138 0.052 -0.058 0.329 42.56 0.763 0.642 523 531 -0.586064 0.052731 
NM_004738.4 0.3462 0.2473 0.3194 0.3631 0.107 0.054 0.440 55.38 0.470 0.457 234 243 -0.379836 0.053498 
NM_001195752.1 0.1639 0.4754 0.1852 0.4332 0.057 -0.041 0.339 48.70 0.721 0.595 233 238 -0.937395 0.054622 
NM_020690.5 0.4174 0.1979 0.3818 0.2185 0.104 0.038 0.406 51.75 0.338 0.466 2560 2617 -0.404012 0.035919 
NM_001550.3 0.4318 0.2216 0.3644 0.2531 0.107 0.028 0.411 55.97 0.365 0.438 436 451 -0.331707 0.070953 
NM_175614.4 0.2016 0.5565 0.1296 0.2816 0.086 -0.011 0.372 47.54 0.715 0.619 137 141 0.197872 0.113475 
NM_002552.4 0.4207 0.1829 0.4798 0.2230 0.099 -0.059 0.368 48.38 0.301 0.368 418 436 -0.207798 0.080275 
NM_001018136.2 0.2402 0.4412 0.2050 0.3967 0.100 0.073 0.447 47.64 0.644 0.542 253 267 -0.208614 0.093633 
NM_002512.3 0.2174 0.4609 0.2035 0.4175 0.103 0.074 0.451 43.96 0.667 0.542 144 152 -0.276974 0.098684 
NM_001040664.2 0.1121 0.5436 0.0913 0.4784 0.049 -0.105 0.298 37.43 0.832 0.645 766 794 -0.196474 0.073048 
NM_003362.3 0.3096 0.3431 0.1588 0.4464 0.076 -0.009 0.372 57.26 0.621 0.553 293 304 -0.438158 0.092105 
NM_002896.3 0.2700 0.3867 0.2096 0.3923 0.078 -0.048 0.357 50.58 0.612 0.559 356 364 -0.557143 0.096154 
NM_001198845.1 0.2265 0.4111 0.1776 0.3858 0.057 -0.067 0.321 52.63 0.661 0.609 327 339 -0.384661 0.094395 
NM_003591.3 0.4280 0.2306 0.4358 0.2367 0.123 -0.005 0.413 52.56 0.342 0.383 704 745 -0.422416 0.097987 
NM_080655.2 0.2849 0.3743 0.3333 0.3668 0.103 -0.018 0.405 52.47 0.534 0.467 262 275 -0.830182 0.076364 
NM_003760.4 0.3771 0.2483 0.3657 0.2708 0.103 0.026 0.412 54.79 0.403 0.465 1540 1585 -0.612808 0.052366 
NM_005186.3 0.1330 0.5443 0.1036 0.5031 0.064 -0.050 0.362 38.42 0.811 0.596 682 714 -0.357143 0.114846 
NM_003915.5 0.2692 0.4095 0.1955 0.3812 0.088 0.001 0.392 50.81 0.623 0.553 525 542 -0.243358 0.090406 
NM_015545.3 0.1095 0.4842 0.1561 0.5009 0.059 -0.014 0.361 40.07 0.785 0.606 674 700 -0.417428 0.075714 
NM_001198879.1 0.1163 0.4688 0.1689 0.4930 0.059 -0.011 0.363 41.35 0.768 0.601 720 749 -0.396128 0.076101 
NM_018253.3 0.3459 0.3477 0.2667 0.2975 0.112 0.078 0.436 54.69 0.507 0.503 716 739 -0.385656 0.051421 
NM_004927.3 0.2348 0.3939 0.1811 0.4298 0.068 -0.043 0.354 47.33 0.658 0.576 158 166 -0.617470 0.102410 
NM_006428.4 0.1429 0.4670 0.0887 0.6190 0.050 -0.077 0.341 34.85 0.821 0.604 246 256 -0.653125 0.101562 
NM_014078.5 0.4203 0.1522 0.4809 0.2066 0.102 0.020 0.395 48.43 0.275 0.421 167 178 -0.456180 0.101124 
NM_001199058.1 0.2355 0.4129 0.1757 0.4669 0.087 0.058 0.434 47.46 0.671 0.546 380 394 -0.279949 0.071066 
NM_001199119.1 0.2513 0.4180 0.2030 0.4141 0.068 -0.031 0.365 53.39 0.643 0.558 493 503 -0.601988 0.055666 
NM_006677.2 0.2677 0.3902 0.1707 0.4070 0.070 -0.033 0.357 49.24 0.641 0.581 1284 1318 -0.433384 0.072838 
NM_014382.3 0.4499 0.1838 0.3615 0.2393 0.106 0.013 0.414 49.83 0.330 0.419 879 919 0.172035 0.065288 
NM_033415.3 0.1979 0.4960 0.1156 0.4486 0.067 -0.078 0.337 41.05 0.745 0.613 463 476 -0.068277 0.035714 
NM_001625.3 0.2500 0.3989 0.2500 0.3526 0.100 0.024 0.400 53.82 0.591 0.526 230 239 -0.281172 0.054393 
NM_000414.3 0.4283 0.1973 0.3663 0.2453 0.088 -0.019 0.381 50.53 0.347 0.446 712 736 -0.132473 0.082880 
NM_014515.5 0.3333 0.2523 0.4482 0.2168 0.081 -0.030 0.366 47.43 0.374 0.440 513 540 -0.668704 0.085185 
NM_017929.5 0.1950 0.4149 0.1647 0.4403 0.053 -0.049 0.325 47.99 0.702 0.605 295 305 0.049508 0.075410 
NM_020701.3 0.3533 0.2500 0.3529 0.3644 0.087 -0.023 0.379 52.54 0.462 0.487 277 285 -0.998947 0.070175 
NM_004193.2 0.2730 0.4047 0.2325 0.3321 0.082 -0.027 0.368 51.08 0.587 0.535 1788 1859 -0.258419 0.062399 
NM_001199535.1 0.2160 0.4240 0.2143 0.4300 0.085 0.058 0.429 61.00 0.653 0.510 147 155 0.148387 0.154839 
NM_033107.3 0.4329 0.1812 0.4664 0.1919 0.108 0.012 0.406 49.05 0.283 0.387 374 387 -0.242119 0.064599 
NM_015374.2 0.1631 0.4840 0.1265 0.4444 0.058 -0.006 0.360 42.20 0.760 0.623 691 717 -0.481869 0.089261 
NM_012170.3 0.3274 0.2920 0.3028 0.3073 0.081 -0.015 0.379 60.14 0.480 0.492 269 276 0.124275 0.061594 
NM_002598.3 0.3034 0.3596 0.2713 0.3598 0.081 -0.027 0.372 54.24 0.547 0.533 333 344 -0.325291 0.090116 
NM_007221.3 0.2238 0.4056 0.1893 0.4783 0.069 -0.077 0.347 52.81 0.678 0.566 199 205 -0.625854 0.058537 
NM_001199661.1 0.1964 0.4524 0.2291 0.3547 0.064 -0.061 0.336 50.97 0.649 0.577 211 220 -0.646818 0.054545 
NM_004638.3 0.2985 0.3250 0.2491 0.2942 0.058 -0.036 0.315 53.46 0.530 0.617 2113 2157 -1.027816 0.046824 
NM_002713.3 0.2353 0.3824 0.2692 0.3069 0.085 0.041 0.393 53.50 0.574 0.564 122 127 -0.392913 0.055118 
NM_001487.3 0.1818 0.4636 0.1680 0.4500 0.063 -0.043 0.356 49.24 0.719 0.595 146 153 -0.684967 0.052288 
NM_017547.3 0.2481 0.3797 0.1799 0.4234 0.068 -0.009 0.372 52.05 0.645 0.566 468 486 -0.199794 0.090535 
NM_001199816.1 0.3068 0.3750 0.2821 0.3243 0.071 -0.148 0.311 61.00 0.538 0.488 106 114 -0.338597 0.131579 
NM_138395.3 0.2560 0.4028 0.1614 0.3963 0.079 0.043 0.399 51.66 0.650 0.577 574 593 -0.206577 0.111298 
NM_004643.3 0.2295 0.3648 0.2000 0.4204 0.050 -0.063 0.318 51.31 0.642 0.625 299 306 -0.823856 0.062092 
NM_001199864.1 0.2632 0.3797 0.2500 0.3415 0.083 0.045 0.404 48.03 0.580 0.563 319 333 -0.544144 0.102102 
NM_031417.3 0.1544 0.5000 0.1380 0.4211 0.064 0.025 0.386 42.27 0.755 0.614 674 688 -0.693459 0.055233 
NM_016400.3 0.2414 0.2644 0.2455 0.5049 0.055 -0.096 0.333 55.03 0.610 0.553 123 129 -0.960465 0.007752 
NM_015590.3 0.2951 0.3197 0.2697 0.4348 0.079 -0.027 0.376 51.89 0.575 0.519 362 375 -1.412000 0.042667 
NM_005859.4 0.0992 0.5992 0.0573 0.5217 0.051 -0.042 0.351 32.74 0.877 0.666 316 322 -0.752174 0.074534 
NM_001199900.1 0.1111 0.5802 0.0748 0.4855 0.059 0.030 0.400 35.71 0.847 0.623 190 199 -0.344724 0.095477 
NM_017437.2 0.4602 0.2030 0.4071 0.2269 0.121 -0.010 0.401 50.99 0.321 0.408 756 782 -0.392327 0.071611 
NM_004242.3 0.4167 0.1167 0.4731 0.2391 0.147 0.183 0.500 34.48 0.296 0.455  98  99 -1.828283 0.000000 
NM_004922.3 0.3275 0.3406 0.2176 0.3333 0.079 -0.012 0.370 51.13 0.547 0.544 1068 1094 -0.232541 0.081353 
NM_016558.3 0.1824 0.4189 0.1030 0.4430 0.033 -0.119 0.256 39.57 0.750 0.708 176 179 -0.450279 0.033520 
NM_207111.3 0.3363 0.3510 0.3225 0.3333 0.101 0.011 0.407 55.50 0.502 0.491 899 923 -0.784832 0.082340 
NM_174893.3 0.2868 0.3603 0.1849 0.3841 0.081 -0.017 0.375 55.03 0.607 0.570 168 172 -0.323256 0.034884 
NM_001004333.4 0.2051 0.4957 0.1649 0.3444 0.054 -0.004 0.364 54.10 0.690 0.569 129 137 0.291241 0.138686 
NM_015600.4 0.2500 0.4000 0.2189 0.3745 0.084 0.041 0.406 53.96 0.614 0.549 389 404 -0.227970 0.113861 
NM_004206.3 0.3447 0.3495 0.2400 0.3168 0.105 0.038 0.415 54.32 0.521 0.499 236 250 0.260400 0.116000 
NM_001202403.1 0.1595 0.5368 0.0850 0.4765 0.063 -0.032 0.357 41.73 0.799 0.613 384 392 -0.138775 0.071429 
NM_006066.3 0.3295 0.3333 0.1579 0.4440 0.087 0.028 0.403 48.56 0.604 0.545 313 325 -0.269846 0.089231 
NM_001123.3 0.4453 0.2453 0.3730 0.2555 0.144 0.080 0.466 51.40 0.367 0.416 335 345 -0.276232 0.092754 
NM_002574.3 0.4151 0.3459 0.2569 0.2748 0.141 0.055 0.448 61.00 0.469 0.461 194 199 -0.264824 0.110553 
NM_001040436.2 0.2769 0.3128 0.2703 0.3818 0.058 -0.051 0.341 61.00 0.552 0.526 464 477 -0.173166 0.098532 
NM_006624.5 0.3575 0.3382 0.3233 0.3515 0.124 0.059 0.454 56.15 0.495 0.465 570 602 -0.936877 0.078073 
NM_003341.4 0.3503 0.3758 0.2945 0.2164 0.152 0.126 0.478 51.45 0.473 0.458 186 193 -0.577720 0.072539 
NM_001202485.1 0.5025 0.1457 0.4762 0.1875 0.112 0.002 0.413 48.87 0.246 0.386 252 261 -0.372031 0.099617 
NM_003344.3 0.3577 0.2993 0.3507 0.3065 0.088 -0.070 0.371 61.00 0.451 0.455 175 183 -0.549180 0.103825 
NM_001202558.1 0.2428 0.4185 0.2431 0.3667 0.081 0.001 0.386 49.97 0.612 0.545 376 391 -0.080051 0.102302 
NM_053046.3 0.2018 0.4451 0.1463 0.4076 0.049 -0.120 0.282 45.20 0.706 0.643 394 407 -0.416216 0.063882 
NM_024747.5 0.1814 0.3566 0.1794 0.4275 0.037 -0.092 0.264 46.22 0.684 0.656 750 775 -0.018839 0.058065 
NM_001203260.1 0.3250 0.3333 0.1919 0.3587 0.076 0.012 0.366 47.09 0.557 0.542 131 134 -0.074627 0.119403 
NM_001204062.1 0.3890 0.2533 0.3887 0.2524 0.121 0.041 0.424 52.02 0.385 0.429 455 469 -0.528358 0.076759 
NM_145165.3 0.3964 0.3063 0.3043 0.3140 0.103 -0.032 0.391 60.74 0.459 0.450 133 140 -0.361429 0.092857 
NM_001202547.2 0.3356 0.3087 0.2897 0.3507 0.075 -0.064 0.357 61.00 0.503 0.485 185 191 -0.607853 0.062827 
NM_004788.3 0.3474 0.3486 0.3028 0.3085 0.115 0.043 0.428 55.89 0.493 0.455 1031 1073 -0.238770 0.093197 
NM_001204180.1 0.3721 0.2372 0.3393 0.3521 0.088 -0.013 0.387 51.60 0.447 0.433 282 292 -0.345206 0.089041 
NM_003135.2 0.3750 0.2308 0.4435 0.2315 0.080 -0.051 0.367 58.49 0.353 0.435 139 144 -0.696528 0.062500 
NM_080678.2 0.4000 0.2267 0.3609 0.2992 0.121 0.005 0.400 59.29 0.400 0.443 180 185 -0.521622 0.081081 
NM_006247.3 0.1654 0.5669 0.1493 0.4502 0.085 0.005 0.410 42.02 0.759 0.562 481 499 -0.514228 0.104208 
NM_015436.3 0.4752 0.2178 0.4268 0.2763 0.157 0.095 0.472 50.65 0.341 0.415 252 261 -0.566667 0.065134 
NM_001167.3 0.4744 0.1846 0.4397 0.2130 0.118 0.014 0.418 49.56 0.294 0.402 479 497 -0.540845 0.108652 
NM_000123.3 0.3743 0.2365 0.3854 0.2894 0.096 -0.020 0.384 52.91 0.403 0.453 1158 1186 -0.780270 0.054806 
NM_001204425.1 0.3972 0.2299 0.4030 0.2595 0.105 -0.007 0.394 51.92 0.372 0.438 1600 1640 -0.788780 0.067683 
NM_004748.4 0.4878 0.1876 0.4191 0.2532 0.142 0.052 0.447 48.68 0.322 0.386 739 757 -0.943857 0.079260 
NM_007276.4 0.4836 0.1475 0.5145 0.1955 0.156 0.040 0.431 42.80 0.253 0.386 174 183 -0.966667 0.071038 
NM_001201459.1 0.2361 0.4410 0.1680 0.3508 0.058 -0.026 0.328 45.70 0.661 0.649 469 479 -0.688935 0.056367 
NM_001204848.1 0.3268 0.3399 0.3038 0.2532 0.084 0.036 0.381 56.66 0.481 0.544 189 195 -0.910257 0.046154 
NM_024041.3 0.3184 0.3408 0.3098 0.2626 0.084 0.036 0.383 57.36 0.486 0.535 222 230 -0.873913 0.052174 
NM_005648.3 0.3908 0.2529 0.4074 0.2432 0.109 -0.066 0.374 54.02 0.374 0.423 107 112 -0.199107 0.098214 
NM_001204890.1 0.3202 0.2500 0.3536 0.3446 0.086 0.016 0.389 55.04 0.464 0.506 321 331 -0.917221 0.057402 
NM_001079559.2 0.2776 0.3474 0.2378 0.4494 0.063 -0.071 0.343 54.94 0.606 0.557 729 747 -1.077109 0.093708 
NM_014741.4 0.3590 0.3256 0.2527 0.3061 0.113 0.079 0.447 53.28 0.499 0.491 465 480 -0.311250 0.070833 
NM_015415.3 0.3627 0.2255 0.3542 0.2527 0.108 0.084 0.410 55.71 0.393 0.480 117 127 0.121260 0.125984 
NM_001206491.1 0.2012 0.4286 0.1829 0.3265 0.065 -0.032 0.334 43.30 0.661 0.626 392 399 -0.351629 0.025063 
NM_015972.3 0.3542 0.2812 0.3636 0.3191 0.112 0.024 0.425 61.00 0.449 0.451 127 133 -0.707519 0.060150 
NM_133476.4 0.2362 0.4372 0.2258 0.3686 0.096 0.062 0.432 48.23 0.631 0.568 502 516 -0.712016 0.052326 
NM_001012985.2 0.2903 0.3333 0.4239 0.2333 0.097 0.005 0.381 56.57 0.441 0.477 118 125 -0.623200 0.112000 
NM_001206682.1 0.3191 0.2766 0.4048 0.3165 0.120 0.012 0.409 60.90 0.443 0.447 115 117 -0.323077 0.094017 
NM_014050.3 0.4821 0.1696 0.4639 0.1957 0.139 0.029 0.426 46.23 0.272 0.399 136 142 -0.748592 0.084507 
NM_002733.4 0.3396 0.3396 0.2292 0.3652 0.124 0.064 0.454 53.16 0.540 0.465 324 331 -0.016012 0.090634 
NM_016143.4 0.2483 0.3862 0.2508 0.3697 0.069 -0.085 0.332 52.58 0.596 0.553 364 370 -0.611892 0.064865 
NM_138704.3 0.1631 0.5193 0.1405 0.4474 0.077 0.025 0.397 45.83 0.756 0.601 295 304 -0.748684 0.078947 
NM_002757.3 0.3567 0.2135 0.3664 0.3289 0.066 -0.129 0.324 52.72 0.415 0.454 417 438 -0.151827 0.079909 
NM_006388.3 0.1906 0.5000 0.1494 0.4478 0.079 0.014 0.403 44.38 0.729 0.564 501 513 -0.572905 0.087719 
NM_006024.6 0.4698 0.1956 0.4650 0.2302 0.129 -0.010 0.409 51.04 0.310 0.398 767 789 -0.843599 0.073511 
NM_002710.3 0.4023 0.2344 0.3904 0.2947 0.112 0.000 0.399 51.40 0.387 0.422 313 323 -0.250464 0.102167 
NM_031372.3 0.3514 0.3183 0.3272 0.2669 0.079 -0.025 0.364 56.42 0.459 0.505 412 420 -0.951905 0.100000 
NM_014771.3 0.1960 0.4121 0.1573 0.5139 0.053 -0.088 0.322 44.39 0.724 0.599 980 1001 -0.871029 0.031968 
NM_014670.3 0.4857 0.2000 0.3910 0.2609 0.123 0.014 0.414 57.52 0.340 0.401 338 353 -0.460057 0.099150 
NM_033318.4 0.2708 0.4062 0.1744 0.2875 0.066 -0.061 0.320 58.94 0.602 0.567 103 107 0.222430 0.074766 
NM_152652.2 0.2500 0.4187 0.1968 0.3659 0.068 0.000 0.362 48.55 0.634 0.620 610 618 -0.971036 0.051780 
NM_001031713.3 0.1958 0.4196 0.2642 0.3275 0.059 -0.061 0.322 52.30 0.612 0.554 348 359 -0.193872 0.052925 
NM_001973.3 0.3582 0.3037 0.3000 0.2569 0.115 0.091 0.443 53.41 0.452 0.469 420 431 -0.360557 0.064965 
NM_001242393.1 0.2893 0.4070 0.2081 0.3599 0.097 0.026 0.420 52.04 0.598 0.534 579 606 -0.172937 0.102310 
NM_144574.3 0.2785 0.3797 0.2775 0.3117 0.074 -0.042 0.369 56.65 0.552 0.511 553 569 -0.404745 0.084359 
